ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
20743,Tornadus,Covert Cloak,Prankster,Flying,Tailwind,Bleakwind Storm,Rain Dance,Icy Wind
20743,Suicune,Sitrus Berry,Inner Focus,Fire,Scald,Ice Beam,Calm Mind,Snarl
20743,Urshifu,Black Glasses,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect
20744,Zacian,Rusted Sword,Intrepid Sword,Fire,Behemoth Blade,Sacred Sword,Swords Dance,Protect
20744,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect
20744,Pelipper,Focus Sash,Drizzle,Ghost,Wide Guard,Hurricane,Weather Ball,Tailwind
20744,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Draco Meteor,Flash Cannon,Body Press
20744,Rillaboom,Miracle Seed,Grassy Surge,Poison,Fake Out,Grassy Glide,Wood Hammer,U-turn
20744,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,U-turn,Aqua Jet
20745,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
20745,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20745,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Dragon Claw,Flare Blitz,Protect
20745,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
20745,Ting-Lu,Assault Vest,Vessel of Ruin,Poison,Snarl,Throat Chop,Heavy Slam,Fissure
20745,Flutter Mane,Booster Energy,Protosynthesis,Grass,Shadow Ball,Moonblast,Calm Mind,Protect
20746,Ice Rider Calyrex,Clear Amulet,As One ,Grass,Glacial Lance,High Horsepower,Trick Room,Protect
20746,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Parting Shot,Taunt,Fake Out
20746,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect
20746,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Draco Meteor,Snarl
20746,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect
20746,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Taunt
20747,Groudon,Clear Amulet,Drought,Fire,Protect,Precipice Blades,Rock Slide,Heat Crash
20747,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Protect,Dragon Pulse,Calm Mind
20747,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Icy Wind,Moonblast,Shadow Ball,Dazzling Gleam
20747,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,U-turn,Surging Strikes,Close Combat,Aqua Jet
20747,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
20747,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,U-turn,Wood Hammer
20748,Umbreon,Safety Goggles,Inner Focus,Fairy,Moonlight,Taunt,Foul Play,Snarl
20748,Groudon,Clear Amulet,Drought,Fire,Precipice Blades,Heat Crash,Swords Dance,Protect
20748,Venusaur,Life Orb,Chlorophyll,Ghost,Helping Hand,Sleep Powder,Sludge Bomb,Leaf Storm
20748,Thundurus,Covert Cloak,Prankster,Stellar,Eerie Impulse,Thunderbolt,Weather Ball,Sunny Day
20748,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
20748,Incineroar,Sitrus Berry,Intimidate,Ghost,Will-O-Wisp,Knock Off,Fake Out,Parting Shot
20749,Shadow Rider Calyrex,Life Orb,As One ,Fairy,Astral Barrage,Expanding Force,Protect,Draining Kiss
20749,Indeedee ♀,Psychic Seed,Psychic Surge,Fairy,Dazzling Gleam,Trick Room,Follow Me,Helping Hand
20749,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot
20749,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me
20749,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
20749,Armarouge,Flame Plate,Flash Fire,Dark,Wide Guard,Armor Cannon,Protect,Expanding Force
20750,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flare Blitz,Swords Dance,Protect,Collision Course
20750,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Icy Wind,Moonblast,Protect,Shadow Ball
20750,Incineroar,Sitrus Berry,Intimidate,Ghost,Will-O-Wisp,Knock Off,Fake Out,Roar
20750,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
20750,Chi-Yu,Choice Specs,Beads of Ruin,Fire,Snarl,Heat Wave,Overheat,Dark Pulse
20750,Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Swords Dance,Grassy Glide,Spiky Shield
20751,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Behemoth Bash,Body Press,Iron Defense,Wide Guard
20751,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Taunt,Protect
20751,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot
20751,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Electroweb,Draco Meteor,Snarl
20751,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Protect
20751,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff
20752,Ice Rider Calyrex,Clear Amulet,As One ,Grass,Glacial Lance,High Horsepower,Trick Room,Protect
20752,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Taunt,Parting Shot
20752,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Wide Guard,Protect
20752,Gholdengo,Metal Coat,Good as Gold,Normal,Shadow Ball,Make It Rain,Nasty Plot,Protect
20752,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Close Combat,U-turn,Surging Strikes,Aqua Jet
20752,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Spore,Rage Powder,Pollen Puff
20753,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Protect
20753,Terapagos,Choice Specs,Tera Shift,Stellar,Tera Starstorm,Sleep Talk,,
20753,Rillaboom,Assault Vest,Grassy Surge,Normal,Wood Hammer,Grassy Glide,U-turn,Fake Out
20753,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Taunt,Parting Shot,Fake Out
20753,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,Protect
20753,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Heat Wave,Snarl,Overheat,Protect
20754,Dondozo,Leftovers,Unaware,Bug,Protect,Wave Crash,Yawn,Bulldoze
20754,Ting-Lu,Sitrus Berry,Vessel of Ruin,Water,Ruination,Sand Tomb,Snarl,Taunt
20754,Zamazenta,Rusted Shield,Dauntless Shield,Water,Body Press,Behemoth Bash,Coaching,Wide Guard
20754,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Icicle Crash,Sacred Sword,Sucker Punch
20754,Rillaboom,Miracle Seed,Grassy Surge,Grass,Protect,Wood Hammer,Grassy Glide,Fake Out
20754,Dragonite,Assault Vest,Inner Focus,Flying,Extreme Speed,Scale Shot,Breaking Swipe,Tera Blast
20755,Lugia,Covert Cloak,Multiscale,Flying,Aeroblast,Calm Mind,Earth Power,Recover
20755,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Wood Hammer,Ivy Cudgel,Taunt
20755,Suicune,Rocky Helmet,Inner Focus,Dark,Tailwind,Snarl,Ice Beam,Scald
20755,Urshifu,Focus Sash,Unseen Fist,Fire,Wicked Blow,Close Combat,Protect,Sucker Punch
20755,Gholdengo,Choice Scarf,Good as Gold,Fairy,Make It Rain,Dazzling Gleam,Light Screen,Shadow Ball
20755,Raging Bolt,Booster Energy,Protosynthesis,Normal,Calm Mind,Protect,Thunderclap,Dragon Pulse
20756,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Calm Mind,Earth Power,Protect
20756,Amoonguss,Rocky Helmet,Regenerator,Water,Sludge Bomb,Spore,Rage Powder,Pollen Puff
20756,Scream Tail,Booster Energy,Protosynthesis,Grass,Dazzling Gleam,Encore,Disable,Protect
20756,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Taunt,Parting Shot,Fake Out
20756,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,U-turn
20756,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20757,Kyogre,Sitrus Berry,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
20757,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect
20757,Raging Bolt,Life Orb,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Protect
20757,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20757,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Will-O-Wisp,Parting Shot,Knock Off
20757,Galarian Zapdos,Choice Scarf,Defiant,Fighting,Close Combat,Thunderous Kick,Brave Bird,U-turn
20758,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect
20758,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Wood Hammer,Spiky Shield
20758,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect
20758,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off
20758,Urshifu,Focus Sash,Unseen Fist,Fighting,Wicked Blow,Close Combat,Sucker Punch,Detect
20758,Shadow Rider Calyrex,Life orb,As One ,Ghost,Astral Barrage,Psyshock,Protect,Nasty plot
20759,Terapagos,Clear Amulet,Tera Shift,Stellar,Earth Power,Tera Starstorm,Protect,Calm Mind
20759,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Will-O-Wisp,Fake Out
20759,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,U-turn,Close Combat,Aqua Jet
20759,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
20759,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Taunt,Protect
20759,Comfey,Sitrus Berry,Triage,Grass,Draining Kiss,Floral Healing,Taunt,Trick Room
20760,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Protect,Collision Course,Flame Charge,Flare Blitz
20760,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Sucker Punch,Close Combat
20760,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Protect
20760,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Snarl,Dark Pulse,Overheat
20760,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect
20760,Rillaboom,Assault Vest,Grassy Surge,Grass,Wood Hammer,Grassy Glide,U-turn,Fake Out
20761,Ho-Oh,Clear Amulet,Pressure,Grass,Sacred Fire,Brave Bird,Protect,Recover
20761,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Sludge Bomb,Spore,Rage Powder
20761,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20761,Tornadus,Focus Sash,Prankster,Ghost,Protect,Bleakwind Storm,Tailwind,Rain Dance
20761,Scream Tail,Booster Energy,Protosynthesis,Steel,Reflect,Encore,Protect,Dazzling Gleam
20761,Incineroar,Safety Goggles,Intimidate,Grass,Fake Out,Parting Shot,Flare Blitz,Knock Off
20762,Terapagos,Clear Amulet,Tera Shift,Stellar,Tera Starstorm,Earth Power,Calm Mind,Protect
20762,Incineroar,Safety Goggles,Intimidate,Ghost,Will-O-Wisp,Knock Off,Fake Out,Parting Shot
20762,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20762,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect
20762,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Taunt
20762,Rillaboom,Assault Vest,Grassy Surge,Normal,Wood Hammer,High Horsepower,Grassy Glide,Fake Out
20763,Ice Rider Calyrex,Clear Amulet,As One ,Water,Glacial Lance,Close Combat,Trick Room,Protect
20763,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
20763,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Will-O-Wisp,Helping Hand,Knock Off
20763,Farigiraf,Safety Goggles,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room
20763,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect
20763,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn
20764,Amoonguss,Rocky Helmet,Regenerator,Dark,Pollen Puff,Clear Smog,Spore,Rage Powder
20764,Incineroar,Safety Goggles,Intimidate,Grass,Knock Off,Taunt,Fake Out,Parting Shot
20764,Ice Rider Calyrex,Clear Amulet,As One ,Grass,Glacial Lance,High Horsepower,Trick Room,Protect
20764,Gholdengo,Metal Coat,Good as Gold,Fairy,Nasty Plot,Make It Rain,Shadow Ball,Protect
20764,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect
20764,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Aqua Jet,Close Combat,U-turn
20765,Ice Rider Calyrex,Clear Amulet,As One ,Water,Trick Room,Glacial Lance,High Horsepower,Protect
20765,Hitmontop,Sitrus Berry,Intimidate,Steel,Fake Out,Wide Guard,Feint,Close Combat
20765,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
20765,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
20765,Amoonguss,Rocky Helmet,Regenerator,Water,Sludge Bomb,Rage Powder,Spore,Protect
20765,Kingambit,Safety Goggles,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Swords Dance,Protect
20766,Shadow Rider Calyrex,Spell Tag,As One ,Fairy,Astral Barrage,Draining Kiss,Protect,Nasty Plot
20766,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance
20766,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20766,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Taunt,Fake Out,Parting Shot
20766,Indeedee ♀,Sitrus Berry,Psychic Surge,Fairy,Alluring Voice,Follow Me,Helping Hand,Protect
20766,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield
20767,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Knock Off,Taunt
20767,Ice Rider Calyrex,Clear Amulet,As One ,Water,Glacial Lance,High Horsepower,Trick Room,Protect
20767,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Rage Powder,Clear Smog,Protect
20767,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Snarl
20767,Pelipper,Focus Sash,Drizzle,Grass,Hurricane,Weather Ball,Wide Guard,Protect
20767,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
20768,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect
20768,Amoonguss,Rocky Helmet,Regenerator,Dark,Sludge Bomb,Spore,Rage Powder,Protect
20768,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Draco Meteor,Flamethrower,Protect
20768,Incineroar,Assault Vest,Intimidate,Grass,Flare Blitz,Knock Off,U-turn,Fake Out
20768,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
20768,Farigiraf,Sitrus Berry,Armor Tail,Fire,Psychic,Dazzling Gleam,Trick Room,Helping Hand
20769,Ho-Oh,Clear Amulet,Regenerator,Grass,Sacred Fire,Brave Bird,Tailwind,Recover
20769,Scream Tail,Booster Energy,Protosynthesis,Dark,Play Rough,Encore,Disable,Howl
20769,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,High Horsepower
20769,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Protect
20769,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Protect
20769,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Horn Leech,Spiky Shield,Ivy Cudgel,Follow Me
20770,Ice Rider Calyrex,Clear Amulet,As One ,Fire,Glacial Lance,Close Combat,Trick Room,Protect
20770,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
20770,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
20770,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Shadow Ball,Trick Room,Helping Hand
20770,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Spiky Shield,Follow Me
20770,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Dragon Pulse,Snarl
20771,Terapagos,Power Herb,Tera Shift,Stellar,Tera Starstorm,Meteor Beam,Calm Mind,Protect
20771,Sinistcha,Rocky Helmet,Hospitality,Fairy,Matcha Gotcha,Rage Powder,Strength Sap,Life Dew
20771,Kommo-o,Leftovers,Overcoat,Water,Iron Defense,Body Press,Substitute,Protect
20771,Thundurus,Covert Cloak,Prankster,Steel,Wildbolt Storm,Eerie Impulse,Thunder Wave,Taunt
20771,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20771,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Fake Out,Knock Off,Parting Shot
20772,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Drain Punch,Flare Blitz,Protect,Bulk Up
20772,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Taunt
20772,Rillaboom,Assault Vest,Grassy Surge,Fire,U-turn,Fake Out,Grassy Glide,Wood Hammer
20772,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Spore,Rage Powder,Clear Smog
20772,Raging Bolt,Leftovers,Protosynthesis,Grass,Thunderclap,Dragon Pulse,Calm Mind,Protect
20772,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Sunny Day,Protect
20773,Grimmsnarl,Light Clay,Prankster,Ghost,Reflect,Light Screen,Thunder Wave,Spirit Break
20773,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Taunt,Parting Shot
20773,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect
20773,Garganacl,Rocky Helmet,Purifying Salt,Fairy,Wide Guard,Salt Cure,Protect,Body Press
20773,Rillaboom,Assault Vest,Grassy Surge,Water,Fake Out,Grassy Glide,Wood Hammer,U-turn
20773,Terapagos,Leftovers,Tera Shift,Stellar,Calm Mind,Tera Starstorm,Dazzling Gleam,Protect
20774,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
20774,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Taunt
20774,Archaludon,Assault Vest,Stamina,Fairy,Flash Cannon,Draco Meteor,Electro Shot,Body Press
20774,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic Noise,Trick Room,Helping Hand
20774,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Ice Spinner,Sucker Punch,Sacred Sword
20774,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Taunt,Knock Off
20775,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Taunt,Flare Blitz,Parting Shot
20775,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower
20775,Comfey,Sitrus Berry,Triage,Steel,Draining Kiss,Floral Healing,Trick Room,Protect
20775,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20775,Sableye,Light Clay,Prankster,Steel,Reflect,Light Screen,Will-O-Wisp,Feint
20775,Terapagos,Leftovers,Tera Shift,Stellar,Calm Mind,Tera Starstorm,Earth Power,Protect
20776,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Protect,Collision Course,Flare Blitz,Flame Charge
20776,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Taunt,Moonblast,Shadow Ball,Icy Wind
20776,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Rage Powder,Clear Smog
20776,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Electroweb,Draco Meteor,Snarl
20776,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Protect,Sunny Day,Tailwind
20776,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Protect,Snarl,Heat Wave,Overheat
20777,Ho-Oh,Clear Amulet,Regenerator,Fairy,Sacred Fire,Brave Bird,Tailwind,Recover
20777,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
20777,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect
20777,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Moonblast,Icy Wind,Protect
20777,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20777,Grimmsnarl,Light Clay,Prankster,Steel,Spirit Break,Light Screen,Reflect,Thunder Wave
20778,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Heavy Slam,Body Press,Iron Defense,Wide Guard
20778,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Draco Meteor,Snarl,Thunderclap
20778,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Protect
20778,Porygon2,Eviolite,Download,Poison,Tera Blast,Ice Beam,Recover,Trick Room
20778,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot
20778,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect
20779,Ogerpon,Life Orb,Defiant,Grass,Stomping Tantrum,Ivy Cudgel,Spiky Shield,Follow Me
20779,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
20779,Lunala,Power Herb,Shadow Shield,Fairy,Wide Guard,Moongeist Beam,Meteor Beam,Protect
20779,Urshifu,Choice Band,Unseen Fist,Ghost,Close Combat,Sucker Punch,U-turn,Wicked Blow
20779,Tornadus,Mental Herb,Prankster,Ghost,Bleakwind Storm,Tailwind,Taunt,Scary Face
20779,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect
20780,Ice Rider Calyrex,Clear Amulet,As One ,Water,Glacial Lance,Trick Room,Protect,High Horsepower
20780,Farigiraf,Throat Spray,Armor Tail,Normal,Trick Room,Dazzling Gleam,Protect,Hyper Voice
20780,Amoonguss,Rocky Helmet,Effect Spore,Psychic,Pollen Puff,Spore,Rage Powder,Venoshock
20780,Incineroar,Sitrus Berry,Intimidate,Dragon,Knock Off,Flare Blitz,Helping Hand,Fake Out
20780,Pelipper,Focus Sash,Drizzle,Stellar,Wide Guard,Weather Ball,Hurricane,Protect
20780,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Ghost,Earth Power,Blood Moon,Hyper Voice,Protect
20781,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Heavy Slam,Body Press,Iron Defense,Protect
20781,Pelipper,Safety Goggles,Drizzle,Steel,Hurricane,Weather Ball,Protect,Wide Guard
20781,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
20781,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
20781,Galarian Moltres,Sitrus Berry,Berserk,Poison,Fiery Wrath,Foul Play,Nasty Plot,Protect
20781,Grimmsnarl,Light Clay,Prankster,Steel,Reflect,Light Screen,Spirit Break,Thunder Wave
20782,Grimmsnarl,Light Clay,Prankster,Ghost,Foul Play,Reflect,Light Screen,Thunder Wave
20782,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Earth Power,Calm Mind,Protect
20782,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect
20782,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Stomping Tantrum,Spiky Shield
20782,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Moonblast,Icy Wind
20782,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
20783,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Heavy Slam,Body Press,Iron Defense,Wide Guard
20783,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
20783,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect
20783,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Protect
20783,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Dragon Pulse,Snarl
20783,Porygon2,Eviolite,Download,Poison,Tera Blast,Ice Beam,Trick Room,Recover
20784,Zamazenta,Rusted Shield,Dauntless Shield,Water,Body Press,Iron Defense,Behemoth Bash,Protect
20784,Pelipper,Focus Sash,Drizzle,Stellar,Protect,Hurricane,Weather Ball,Wide Guard
20784,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Protect
20784,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Flare Blitz,Parting Shot,Fake Out
20784,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Electroweb,Snarl
20784,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
