ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4,arch
20438,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Kyogre Rain Offense
20439,Calyrex-Shadow,Safety Goggles,As One,Fairy,Astral Barrage,Expanding Force,Draining Kiss,Protect,Calyshadow Psyspam
20439,Murkrow,Eviolite,Prankster,Ghost,Foul Play,Tailwind,Quash,Haze,Calyshadow Psyspam
20439,Indeedee-F,Rocky Helmet,Psychic Surge,Grass,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Calyshadow Psyspam
20439,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Overheat,Heat Wave,Dark Pulse,Snarl,Calyshadow Psyspam
20439,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Taunt,Surging Strikes,Close Combat,Detect,Calyshadow Psyspam
20439,Gastrodon,Leftovers,Storm Drain,Fire,Earth Power,Yawn,Icy Wind,Protect,Calyshadow Psyspam
20440,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Knock Off,Zamazenta Balance
20440,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Behemoth Bash,Iron Defense,Body Press,Wide Guard,Zamazenta Balance
20440,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Rage Powder,Spore,Pollen Puff,Zamazenta Balance
20440,Pelipper,Sitrus Berry,Drizzle,Grass,Protect,Hurricane,Weather Ball,Tailwind,Zamazenta Balance
20440,Raging Bolt,Life Orb,Protosynthesis,Electric,Protect,Draco Meteor,Thunderbolt,Thunderclap,Zamazenta Balance
20440,Porygon2,Eviolite,Download,Poison,Trick Room,Tera Blast,Shadow Ball,Recover,Zamazenta Balance
20441,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flame Charge,Flare Blitz,Protect,Koraidon Offense
20441,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Koraidon Offense
20441,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Shadow Ball,Trick Room,Imprison,Koraidon Offense
20441,Tornadus,Covert Cloak,Prankster,Steel,Taunt,Tailwind,Bleakwind Storm,Sunny Day,Koraidon Offense
20441,Rillaboom,Assault Vest,Grassy Surge,Normal,Wood Hammer,Fake Out,Grassy Glide,High Horsepower,Koraidon Offense
20441,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Draco Meteor,Flamethrower,Protect,Koraidon Offense
20442,Gyarados,Rocky Helmet,Intimidate,Steel,Waterfall,Thunder Wave,Taunt,Protect,NA
20442,Ting-Lu,Leftovers,Vessel of Ruin,Poison,Whirlwind,Ruination,Protect,Stomping Tantrum,NA
20442,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Flare Blitz,Breaking Swipe,Howl,Burning Bulwark,NA
20442,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem,NA
20442,Rillaboom,Assault Vest,Grassy Surge,Water,Fake Out,Wood Hammer,Grassy Glide,U-turn,NA
20442,Zacian,Rusted Sword,Intrepid Sword,Water,Behemoth Blade,Sacred Sword,Substitute,Protect,NA
20443,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Taunt,Rain Dance,Terapagos Specs
20443,Terapagos,Choice Specs,Tera Shift,Stellar,Tera Starstorm,Hyper Beam,Earth Power,Sleep Talk,Terapagos Specs
20443,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Terapagos Specs
20443,Chi-Yu,Safety Goggles,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Will-O-Wisp,Protect,Terapagos Specs
20443,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Icy Wind,Protect,Moonblast,Terapagos Specs
20443,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Protect,Terapagos Specs
20444,Archaludon,Assault Vest,Stamina,Grass,Body Press,Flash Cannon,Electro Shot,Snarl,Zamazenta Rain
20444,Zamazenta,Rusted Shield,Dauntless Shield,Water,Iron Defense,Behemoth Bash,Body Press,Protect,Zamazenta Rain
20444,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff,Zamazenta Rain
20444,Pelipper,Focus Sash,Drizzle,Flying,Weather Ball,Hurricane,Wide Guard,Protect,Zamazenta Rain
20444,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Zamazenta Rain
20444,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Flare Blitz,Will-O-Wisp,Parting Shot,Zamazenta Rain
20445,Calyrex-Ice,Clear Amulet,As One,Fire,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Slow Offense
20445,Hitmontop,Covert Cloak,Intimidate,Grass,Fake Out,Feint,Wide Guard,Coaching,Calyice Slow Offense
20445,Ursaluna,Flame Orb,Guts,Ghost,Headlong Rush,Earthquake,Facade,Protect,Calyice Slow Offense
20445,Torkoal,Choice Specs,Drought,Fire,Eruption,Weather Ball,Solar Beam,Earth Power,Calyice Slow Offense
20445,Farigiraf,Mental Herb,Armor Tail,Fairy,Hyper Voice,Trick Room,Helping Hand,Protect,Calyice Slow Offense
20445,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Calyice Slow Offense
20446,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flame Charge,Flare Blitz,Protect,Koraidon Balance
20446,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Power Gem,Koraidon Balance
20446,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect,Koraidon Balance
20446,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Flamethrower,Draco Meteor,Protect,Koraidon Balance
20446,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Shadow Ball,Trick Room,Helping Hand,Koraidon Balance
20446,Incineroar,Safety Goggles,Intimidate,Ghost,Will-O-Wisp,Knock Off,Parting Shot,Fake Out,Koraidon Balance
20447,Calyrex-Ice,Clear Amulet,As One,Grass,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Rain
20447,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,Aqua Jet,U-turn,Calyice Rain
20447,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Wide Guard,Protect,Calyice Rain
20447,Amoonguss,Rocky Helmet,Regenerator,Dark,Clear Smog,Pollen Puff,Rage Powder,Spore,Calyice Rain
20447,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Calyice Rain
20447,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Thunderbolt,Snarl,Draco Meteor,Calyice Rain
20448,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Taunt,Kyogre Rain Offense
20448,Kyogre,Leftovers,Drizzle,Grass,Origin Pulse,Ice Beam,Calm Mind,Protect,Kyogre Rain Offense
20448,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sandsear Storm,Sludge Bomb,Protect,Kyogre Rain Offense
20448,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Kyogre Rain Offense
20448,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Taunt,Fake Out,Parting Shot,Kyogre Rain Offense
20448,Tsareena,Wide Lens,Queenly Majesty,Water,Power Whip,Triple Axel,U-turn,Helping Hand,Kyogre Rain Offense
20449,Terapagos,Choice Specs,Tera Shift,Stellar,Tera Starstorm,Sleep Talk,NA,NA,Terapagos Specs
20449,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Scary Face,Rain Dance,Terapagos Specs
20449,Incineroar,Safety Goggles,Intimidate,Ghost,Taunt,Knock Off,Parting Shot,Fake Out,Terapagos Specs
20449,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Terapagos Specs
20449,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Terapagos Specs
20449,Chi-Yu,Focus Sash,Beads of Ruin,Fire,Heat Wave,Snarl,Overheat,Protect,Terapagos Specs
20450,Calyrex-Shadow,Life Orb,As One,Fairy,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Offense
20450,Clefairy,Eviolite,Friend Guard,Grass,Moonblast,Follow Me,Helping Hand,Protect,Calyshadow Offense
20450,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,U-turn,Calyshadow Offense
20450,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Flare Blitz,Knock Off,Parting Shot,Calyshadow Offense
20450,Regieleki,Magnet,Transistor,Water,Thunderbolt,Electroweb,Volt Switch,Protect,Calyshadow Offense
20450,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Calyshadow Offense
20451,Calyrex-Shadow,Choice Specs,As One,Fairy,Astral Barrage,Expanding Force,Draining Kiss,Haze,Calyshadow Setup
20451,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Trick Room,Helping Hand,Psychic,Dazzling Gleam,Calyshadow Setup
20451,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect,Calyshadow Setup
20451,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Ivy Cudgel,Horn Leech,Spiky Shield,Calyshadow Setup
20451,Incineroar,Assault Vest,Intimidate,Grass,Fake Out,Knock Off,U-turn,Flare Blitz,Calyshadow Setup
20451,Pawmot,Focus Sash,Volt Absorb,Electric,Fake Out,Close Combat,Revival Blessing,Double Shock,Calyshadow Setup
20452,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,NA
20452,Calyrex-Shadow,Spell Tag,As One,Fairy,Astral Barrage,Draining Kiss,Nasty Plot,Protect,NA
20452,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,NA
20452,Clefairy,Eviolite,Friend Guard,Water,After You,Helping Hand,Follow Me,Protect,NA
20452,Mienshao,Focus Sash,Inner Focus,Fighting,Close Combat,Feint,Fake Out,Wide Guard,NA
20452,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Taunt,Parting Shot,Fake Out,NA
20453,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Taunt,Knock Off,Parting Shot,Calyice Rain
20453,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,U-turn,Coaching,Calyice Rain
20453,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect,Calyice Rain
20453,Calyrex-Ice,Clear Amulet,As One,Grass,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Rain
20453,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Pollen Puff,Rage Powder,Protect,Calyice Rain
20453,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Snarl,Calyice Rain
20454,Lugia,Leftovers,Multiscale,Dragon,Aeroblast,Recover,Dragon Pulse,Protect,NA
20454,Sceptile,White Herb,Unburden,Ghost,Dragon Cheer,Protect,Shed Tail,Leaf Storm,NA
20454,Bastiodon,Sitrus Berry,Sturdy,Fighting,Body Press,Heavy Slam,Wide Guard,Foul Play,NA
20454,Ninetales-Alola,Light Clay,Snow Warning,Water,Aurora Veil,Protect,Freeze-Dry,Dazzling Gleam,NA
20454,Sableye,Focus Sash,Prankster,Steel,Taunt,Quash,Will-O-Wisp,Foul Play,NA
20454,Mamoswine,Life Orb,Oblivious,Water,High Horsepower,Icicle Crash,Protect,Iron Head,NA
20455,Calyrex-Shadow,Focus Sash,As One,Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Offense
20455,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Knock Off,Calyshadow Offense
20455,Rillaboom,Assault Vest,Grassy Surge,Water,Fake Out,U-turn,Wood Hammer,Grassy Glide,Calyshadow Offense
20455,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect,Calyshadow Offense
20455,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect,Calyshadow Offense
20455,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect,Calyshadow Offense
20456,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Slow Offense
20456,Urshifu,Dread Plate,Unseen Fist,Dark,Wicked Blow,Close Combat,Swords Dance,Detect,Calyice Slow Offense
20456,Indeedee-F,Safety Goggles,Psychic Surge,Fire,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Calyice Slow Offense
20456,Zapdos-Galar,Iron Ball,Defiant,Steel,Brave Bird,Quick Guard,Close Combat,Coaching,Calyice Slow Offense
20456,Ursaluna,Flame Orb,Guts,Ghost,Facade,Earthquake,Roar,Protect,Calyice Slow Offense
20456,Araquanid,Mystic Water,Water Bubble,Water,Liquidation,Lunge,Wide Guard,Protect,Calyice Slow Offense
20457,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,High Horsepower,Swords Dance,Protect,Calyice Balanced
20457,Dusclops,Eviolite,Pressure,Dark,Night Shade,Will-O-Wisp,Pain Split,Trick Room,Calyice Balanced
20457,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Clear Smog,Calyice Balanced
20457,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Roar,Calyice Balanced
20457,Ting-Lu,Assault Vest,Vessel of Ruin,Poison,Stomping Tantrum,Heavy Slam,Snarl,Throat Chop,Calyice Balanced
20457,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Calyice Balanced
20458,Rillaboom,Clear Amulet,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,Protect,Calyshadow Offense
20458,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Calyshadow Offense
20458,Calyrex-Shadow,Choice Specs,As One,Fairy,Astral Barrage,Psychic,Draining Kiss,Trick,Calyshadow Offense
20458,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Calyshadow Offense
20458,Kingambit,Safety Goggles,Defiant,Fairy,Sucker Punch,Kowtow Cleave,Swords Dance,Protect,Calyshadow Offense
20458,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Parting Shot,Flare Blitz,Taunt,Calyshadow Offense
20459,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Icy Wind,Shadow Ball,Taunt,Koraidon Toolbox
20459,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect,Koraidon Toolbox
20459,Volcarona,Safety Goggles,Flame Body,Water,Quiver Dance,Bug Buzz,Heat Wave,Protect,Koraidon Toolbox
20459,Raging Bolt,Assault Vest,Protosynthesis,Grass,Snarl,Thunderclap,Thunderbolt,Draco Meteor,Koraidon Toolbox
20459,Kingambit,Black Glasses,Defiant,Dark,Iron Head,Kowtow Cleave,Sucker Punch,Protect,Koraidon Toolbox
20459,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Protect,Pollen Puff,Koraidon Toolbox
20460,Terapagos,Covert Cloak,Tera Shift,Stellar,Tera Starstorm,Earth Power,Calm Mind,Protect,NA
20460,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Knock Off,NA
20460,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower,NA
20460,Comfey,Aguav Berry,Triage,Steel,Draining Kiss,Floral Healing,Trick Room,Helping Hand,NA
20460,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Taunt,Icy Wind,Shadow Ball,NA
20460,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Snarl,Thunderbolt,NA
20461,Calyrex-Ice,Clear Amulet,As One,Grass,Glacial Lance,High Horsepower,Protect,Trick Room,Calyice Rain
20461,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Knock Off,Parting Shot,Calyice Rain
20461,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Sludge Bomb,Protect,Calyice Rain
20461,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Draco Meteor,Thunderclap,Snarl,Calyice Rain
20461,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect,Calyice Rain
20461,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,U-turn,Coaching,Calyice Rain
20462,Eternatus,Life Orb,Pressure,Dark,Dynamax Cannon,Sludge Bomb,Recover,Flamethrower,NA
20462,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,U-turn,Fire Punch,NA
20462,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect,NA
20462,Whimsicott,Covert Cloak,Prankster,Rock,Moonblast,Tailwind,Taunt,Sunny Day,NA
20462,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Snarl,Dark Pulse,Overheat,NA
20462,Farigiraf,Throat Spray,Armor Tail,Fairy,Trick Room,Hyper Voice,Imprison,Helping Hand,NA
20463,Dondozo,Leftovers,Unaware,Bug,Protect,Wave Crash,Yawn,Bulldoze,Zamazenta Tinglu
20463,Ting-Lu,Sitrus Berry,Vessel of Ruin,Water,Ruination,Sand Tomb,Snarl,Taunt,Zamazenta Tinglu
20463,Zamazenta,Rusted Shield,Dauntless Shield,Water,Iron Head,Body Press,Coaching,Wide Guard,Zamazenta Tinglu
20463,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Icicle Crash,Sacred Sword,Sucker Punch,Zamazenta Tinglu
20463,Rillaboom,Miracle Seed,Grassy Surge,Grass,Protect,Wood Hammer,Grassy Glide,Fake Out,Zamazenta Tinglu
20463,Dragonite,Assault Vest,Inner Focus,Flying,Extreme Speed,Scale Shot,Iron Head,Tera Blast,Zamazenta Tinglu
20464,Calyrex-Ice,Clear Amulet,As One,Water,Glacial Lance,Trick Room,Protect,High Horsepower,Calyice Rain
20464,Farigiraf,Throat Spray,Armor Tail,Fairy,Trick Room,Dazzling Gleam,Protect,Hyper Voice,Calyice Rain
20464,Amoonguss,Rocky Helmet,Effect Spore,Psychic,Pollen Puff,Spore,Rage Powder,Sludge Bomb,Calyice Rain
20464,Incineroar,Sitrus Berry,Intimidate,Dragon,Knock Off,Flare Blitz,Helping Hand,Fake Out,Calyice Rain
20464,Pelipper,Focus Sash,Drizzle,Stellar,Wide Guard,Weather Ball,Hurricane,Protect,Calyice Rain
20464,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Electric,Surging Strikes,Aqua Jet,Close Combat,U-turn,Calyice Rain
20465,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,U-turn,Grassy Glide,High Horsepower,Zamazenta FWG
20465,Incineroar,Safety Goggles,Intimidate,Flying,Fake Out,Will-O-Wisp,Parting Shot,Flare Blitz,Zamazenta FWG
20465,Raging Bolt,Leftovers,Protosynthesis,Fairy,Protect,Thunderclap,Dragon Pulse,Calm Mind,Zamazenta FWG
20465,Zamazenta,Rusted Shield,Dauntless Shield,Ghost,Iron Defense,Body Press,Protect,Behemoth Bash,Zamazenta FWG
20465,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Shadow Ball,Dazzling Gleam,Calm Mind,Zamazenta FWG
20465,Pelipper,Covert Cloak,Drizzle,Dark,Protect,Hurricane,Weather Ball,Wide Guard,Zamazenta FWG
20466,Kyogre,Choice Scarf,Drizzle,Water,Water Spout,Origin Pulse,Ice Beam,Hydro Pump,Kyogre Doble Tempo
20466,Tornadus,Covert Cloak,Prankster,Steel,Rain Dance,Taunt,Tailwind,Bleakwind Storm,Kyogre Doble Tempo
20466,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Expanding Force,Imprison,Trick Room,Helping Hand,Kyogre Doble Tempo
20466,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Sludge Bomb,Protect,Extrasensory,Kyogre Doble Tempo
20466,Dragonite,Choice Band,Inner Focus,Normal,Outrage,Stomping Tantrum,Ice Spinner,Extreme Speed,Kyogre Doble Tempo
20466,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,High Horsepower,Kyogre Doble Tempo
20467,Thundurus,Covert Cloak,Prankster,Steel,Wildbolt Storm,Taunt,Rain Dance,Thunder Wave,Calyshadow Offense
20467,Calyrex-Shadow,Focus Sash,As One,Fairy,Astral Barrage,Draining Kiss,Protect,Nasty Plot,Calyshadow Offense
20467,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Taunt,Fake Out,Parting Shot,Calyshadow Offense
20467,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Aqua Jet,Calyshadow Offense
20467,Rillaboom,Assault Vest,Grassy Surge,Normal,Grassy Glide,Fake Out,Wood Hammer,U-turn,Calyshadow Offense
20467,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Protect,Swords Dance,Calyshadow Offense
20468,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Taunt,Rain Dance,Kyogre Doble Tempo
20468,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sandsear Storm,Sludge Bomb,Protect,Kyogre Doble Tempo
20468,Kyogre,Choice Scarf,Drizzle,Water,Origin Pulse,Water Spout,Ice Beam,Hydro Pump,Kyogre Doble Tempo
20468,Farigiraf,Sitrus Berry,Armor Tail,Water,Trick Room,Psychic,Dazzling Gleam,Imprison,Kyogre Doble Tempo
20468,Archaludon,Assault Vest,Stamina,Grass,Draco Meteor,Flash Cannon,Electro Shot,Body Press,Kyogre Doble Tempo
20468,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Throat Chop,Protect,Kyogre Doble Tempo
20469,Kingambit,Assault Vest,Defiant,Fairy,Kowtow Cleave,Iron Head,Sucker Punch,Low Kick,NA
20469,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Overheat,Heat Wave,Dark Pulse,Snarl,NA
20469,Dondozo,Leftovers,Unaware,Fairy,Protect,Wave Crash,Earthquake,Order Up,NA
20469,Tatsugiri,Sitrus Berry,Commander,Steel,Protect,Helping Hand,Draco Meteor,Muddy Water,NA
20469,Iron Bundle,Choice Specs,Quark Drive,Ghost,Blizzard,Hydro Pump,Freeze-Dry,Icy Wind,NA
20469,Miraidon,Covert Cloak,Hadron Engine,Electric,Protect,Draco Meteor,Electro Drift,Volt Switch,NA
20470,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Bleakwind Storm,Rain Dance,Taunt,Terapagos Specs
20470,Terapagos,Choice Specs,Tera Shift,Stellar,Tera Starstorm,Dark Pulse,Hyper Beam,Ice Beam,Terapagos Specs
20470,Rillaboom,Assault Vest,Grassy Surge,Normal,Grassy Glide,U-turn,Wood Hammer,Fake Out,Terapagos Specs
20470,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Flare Blitz,Parting Shot,Fake Out,Terapagos Specs
20470,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,Protect,Terapagos Specs
20470,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Terapagos Specs
20471,Tinkaton,Assault Vest,Own Tempo,Stellar,Play Rough,Gigaton Hammer,Feint,Foul Play,Calyshadow Offense
20471,Calyrex-Shadow,Life Orb,As One,Fairy,Astral Barrage,Psyshock,Protect,Draining Kiss,Calyshadow Offense
20471,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Wood Hammer,High Horsepower,Grassy Glide,Calyshadow Offense
20471,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Taunt,Parting Shot,Fake Out,Calyshadow Offense
20471,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Calyshadow Offense
20471,Pelipper,Covert Cloak,Drizzle,Grass,Hurricane,Tailwind,Wide Guard,Weather Ball,Calyshadow Offense
20472,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Knock Off,Zamazenta Balance
20472,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Behemoth Bash,Iron Defense,Body Press,Wide Guard,Zamazenta Balance
20472,Amoonguss,Rocky Helmet,Regenerator,Dark,Protect,Rage Powder,Spore,Pollen Puff,Zamazenta Balance
20472,Pelipper,Sitrus Berry,Drizzle,Grass,Protect,Hurricane,Weather Ball,Tailwind,Zamazenta Balance
20472,Raging Bolt,Life Orb,Protosynthesis,Electric,Protect,Draco Meteor,Thunderbolt,Thunderclap,Zamazenta Balance
20472,Porygon2,Eviolite,Download,Poison,Trick Room,Tera Blast,Shadow Ball,Recover,Zamazenta Balance
20473,Dondozo,Leftovers,Unaware,Grass,Protect,Earthquake,Order Up,Wave Crash,Calyshadow Hyperoffense
20473,Tatsugiri,Choice Scarf,Commander,Steel,Muddy Water,Draco Meteor,Icy Wind,Tera Blast,Calyshadow Hyperoffense
20473,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Overheat,Snarl,Dark Pulse,Calyshadow Hyperoffense
20473,Glimmora,Sitrus Berry,Toxic Debris,Grass,Mortal Spin,Power Gem,Sludge Bomb,Spiky Shield,Calyshadow Hyperoffense
20473,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Sunny Day,Bleakwind Storm,Taunt,Calyshadow Hyperoffense
20473,Calyrex-Shadow,Life Orb,As One,Water,Astral Barrage,Psychic,Will-O-Wisp,Protect,Calyshadow Hyperoffense
20474,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Body Press,Heavy Slam,Iron Defense,Protect,Zamazenta Rain
20474,Pelipper,Covert Cloak,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Protect,Zamazenta Rain
20474,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Zamazenta Rain
20474,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Taunt,Fake Out,Zamazenta Rain
20474,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Zamazenta Rain
